Year,City,Country,latitude,longitude,attack type,Target Type,Target Sub Type,Target,Weapon Type,Weapon sub type,Terrorist Organization,motive,summary
2015,Pollampalli,India,18.183228,81.412071,Unarmed Assault,Private Citizens & Property,Laborer (General)/Occupation Identified,Suspected Informant: Chandra Singh,Melee,Knife or Other Sharp Object,Maoists,Maoists claimed responsibility for the incident and stated that they believed Chandra Singh was a police informant.,"06/09/2015: Assailants abducted Chandra Singh from Pollampalli area, Chhattisgarh state, India. Singh, a salesperson and brother of a former Maoist, was killed shortly after being kidnapped. Maoists claimed responsibility for the incident and alleged that Singh was a police informant."
2015,Ganjeipadar,India,18.763323,82.581805,Unarmed Assault,Business,Construction,Construction Equipment,Incendiary,Arson/Fire,Communist Party of India - Maoist (CPI-Maoist),The Communist Party of India - Maoist (CPI-Maoist) claimed responsibility for the incident and stated that the attack was carried out in protest of recent road construction.,"06/11/2015: Thirty assailants set fire to construction equipment at a road construction site in Ganjeipadar village, Odisha state, India. There were no reported casualties in the attack. The Communist Party of India - Maoist (CPI-Maoist) claimed responsibility for the incident and stated that the attack was carried out in protest of recent road construction."
2015,Pokhmgri,India,25.703187,94.461741,Unarmed Assault,Private Citizens & Property,Unnamed Civilian/Unspecified,Civilians,Unknown,0,National Socialist Council of Nagaland-Khaplang (NSCN-K),"The specific motive is unknown; however, sources posited that the National Socialist Council of Nagaland-Khaplang (NSCN-K) abducted the youths in order to force them to join the cadre.","06/11/2015: Assailants abducted nine civilians from Pokhmgri village, Nagaland state, India. At least three hostages escaped on July 13, 2015; the fate of the remaining victims is unknown. No group claimed responsibility; however, sources attributed the attack to the National Socialist Council of Nagaland-Khaplang (NSCN-K)."
2015,Peteru,India,16.039663,80.839163,Unarmed Assault,Private Citizens & Property,Laborer (General)/Occupation Identified,Suspected Informant,Unknown,0,Maoists,"The specific motive is unknown; however, sources posited that Maoists believed the victim was a police informant.","06/12/2015: Assailants killed a suspected police informant in Peteru village, Andhra Pradesh state, India. No group claimed responsibility for the incident; however, sources attributed the attack to Maoists."
2015,Kalahandi district,India,19.913736,83.1649,Unarmed Assault,Religious Figures/Institutions,Religious Figure,Christian Pastor: Ramesh Majhi,Firearms,Unknown Gun Type,Maoists,Maoists claimed responsibility for the incident and stated that the victim was accused of being a police informant.,"06/16/2015: Assailants abducted Ramesh Majhi from Puijhari village, Kalahandi district, Odisha state, India. Majhi, a Christian pastor, was killed and his body was discovered shortly after the kidnapping. Maoists claimed responsibility for the incident and stated that the victim was accused of being a police informant."
2015,Shillong,India,25.594153,91.882289,Unarmed Assault,Private Citizens & Property,Unnamed Civilian/Unspecified,Civilian,Unknown,0,Hynniewtrep National Liberation Council (HNLC),"The specific motive is unknown; however, sources posited that the assailants warned the victim that they would take him to Bangladesh to train with the Hynniewtrep National Liberation Council (HNLC).","06/18/2015: Assailants abducted a civilian from the Mawlai - Motsiyar Block-I area, Shillong city, Meghalaya state, India. The civilian was released shortly after the kidnapping. The Hynniewtrep National Liberation Council (HNLC) claimed responsibility for the incident."
2015,Udalguri district,India,26.746018,92.095943,Unarmed Assault,Journalists & Media,Newspaper Journalist/Staff/Facility,Journalist: Prasanta Kumar,Firearms,Unknown Gun Type,National Democratic Front of Bodoland (NDFB),"The specific motive is unknown; however, sources posited that the National Democratic Front of Bodoland (NDFB) targeted the journalist for writing about the NDFB.","06/18/2015: Assailants abducted Prasanta Kumar from Udalguri district, Assam state, India. Kumar, a journalist, was tortured and released later on the same day. The National Democratic Front of Bodoland (NDFB) claimed responsibility for the incident."
2015,Jalukbari,India,26.144358,91.64207,Unarmed Assault,Unknown,0,Unknown,Explosives/Bombs/Dynamite,Unknown Explosive Type,United Liberation Front of Assam (ULFA),The United Liberation Front of Assam (ULFA) claimed responsibility for the incident and stated that the attack was intended to disrupt the Ambubachi celebration.,"06/20/2015: An explosive device was discovered and defused near Jalukbari area, Guwahati city, Assam state, India. The United Liberation Front of Assam (ULFA) claimed responsibility for the incident and stated that the attack was intended to disrupt the Ambubachi celebration. The group later retracted the claim and denied involvement in the attack."
2015,Moyyalagummi,India,18.169601,82.471405,Unarmed Assault,Business,Construction,Construction Machinery,Incendiary,Arson/Fire,Maoists,Maoists claimed responsibility for the incident and stated that the attack was carried out in retaliation for the police allegedly carrying out fake operations and unlawfully imprisoning civilians.,"06/23/2015: Assailants set fire to construction equipment in Moyyalagummi village, Andhra Pradesh state, India. There were no reported casualties in the attack. Maoists claimed responsibility for the incident and stated that the attack was carried out in retaliation for the police allegedly carrying out fake operations and unlawfully imprisoning civilians."
2015,Waribokgre,India,25.641894,90.347126,Unarmed Assault,Private Citizens & Property,Named Civilian,Civilian: Abdul Latif,Melee,"Hands, Feet, Fists",Garo National Liberation Army,"The specific motive is unknown; however, sources posited that the Garo National Liberation Army may have carried out the attack in relation to an extortion demand.","06/28/2015: Assailants abducted a civilian in Waribokgre, Meghalaya state, India. The hostage was killed and his body was discovered on July 4, 2015. No group claimed responsibility; however, sources attributed the attack to the Garo National Liberation Army."
2015,Bhumma,India,29.262958,77.938764,Unarmed Assault,Religious Figures/Institutions,Place of Worship,Mosque,Explosives/Bombs/Dynamite,Other Explosive Type,Unknown,"The specific motive is unknown; however, sources posited that the attack may have been carried out in retaliation for the murder of a youth near the mosque.","06/30/2015: Assailants threw two explosive devices at a mosque in Bhumma village, Uttar Pradesh, India. The imam of the mosque was injured in the blasts. A third device was discovered and defused at the mosque following the attack. No group claimed responsibility for the incident."
2015,Chintamchilika,India,18.350142,81.887401,Unarmed Assault,Private Citizens & Property,Laborer (General)/Occupation Identified,Suspected Informant: Raman Tamarabi,Unknown,0,Maoists,"The specific motive is unknown; however, sources posited that Maoists suspected the victim of being a police informant.","06/30/2015: Assailants abducted Raman Tamarabi, a civilian, from Chintamchilika village, Malkangiri district, Odisha state, India. Tamarabi was killed and his body was discovered on July 1, 2015. No group claimed responsibility for the incident; however, sources attributed the attack to Maoists."
2015,Dhuliput,India,20.937726,85.089076,Unarmed Assault,Private Citizens & Property,Laborer (General)/Occupation Identified,Suspected Informant: Lalit Dora,Melee,Unknown Weapon Type,Maoists,"The specific motive is unknown; however, sources posited that Maoists believed that Lalit Dora was a police informant.","07/01/2015: Assailants attacked and killed Lalit Dora, a civilian, in Dhuliput village, Paparmatla area, Odisha state, India. No group claimed responsibility; however, a source attributed the incident to Maoists and stated that they had targeted Dora because they suspected him of being a police informant."
2015,Dalu,India,25.208508,90.230623,Unarmed Assault,Private Citizens & Property,Vehicles/Transportation,Vehicle,Firearms,Unknown Gun Type,Garo National Liberation Army,"The Garo National Liberation Army claimed responsibility for the incident and stated that the attack was carried out in retaliation for the arrest of Salsam Marak, the All A'chik Youth Federation (AAYF) president.","07/03/2015: Assailants opened fire on a vehicle between Dalu and Tura in West Garo Hills district, Meghalaya state, India. There were no reported casualties in the attack. The Garo National Liberation Army (GNLA) claimed responsibility for the incident and stated that the attack was carried out in retaliation for the arrest of Salsam Marak, the All A'chik Youth Federation (AAYF) president."
2015,Jamui district,India,24.766141,86.343609,Unarmed Assault,Educational Institution,School/University/Educational Building,Student: Kamlesh Kumar,Firearms,Unknown Gun Type,Maoists,"The specific motive is unknown; however, sources posited that Maoists demanded that Simultala Residential School be shut down within 12 days.","07/09/2015: Two assailants abducted Kamlesh Kumar in Jamui district, Bihar state, India. Kumar, a student at the Simultala Residential School, was injured and released four hours later. No group claimed responsibility for the incident; however, sources attributed the kidnapping to Maoists and stated that the assailants demanded that Simultala Residential School be shut down within 12 days."
2015,Chainpur,India,24.014978,84.025986,Unarmed Assault,Government (General),Government Building/Facility/Office,Under-Construction Building,Explosives/Bombs/Dynamite,Land Mine,Maoists,"The specific motive is unknown; however, sources suspected that Maoists may have carried out the attack in relation to an extortion demand.","07/10/2015: Assailants planted and detonated explosives at an under-construction government building in Chainpur area, Jharkhand state, India. This was one of three related bombings at under-construction government buildings in Chainpur on this date. There were no reported casualties, although the buildings were damaged in the blasts. Maoists claimed responsibility for the incident through posters left at the scene. In addition, Buddhan Murmu, a Maoist, was arrested in connection with the attacks."
2015,Chainpur,India,24.014978,84.025986,Unarmed Assault,Government (General),Government Building/Facility/Office,Under-Construction Building,Explosives/Bombs/Dynamite,Land Mine,Maoists,"The specific motive is unknown; however, sources suspected that Maoists may have carried out the attack in relation to an extortion demand.","07/10/2015: Assailants planted and detonated explosives at an under-construction government building in Chainpur area, Jharkhand state, India. This was one of three related bombings at under-construction government buildings in Chainpur on this date. There were no reported casualties, although the buildings were damaged in the blasts. Maoists claimed responsibility for the incident through posters left at the scene. In addition, Buddhan Murmu, a Maoist, was arrested in connection with the attacks."
2015,Chainpur,India,24.013591,86.070989,Unarmed Assault,Government (General),Government Building/Facility/Office,Under-Construction Building,Explosives/Bombs/Dynamite,Land Mine,Maoists,"The specific motive is unknown; however, sources suspected that Maoists may have carried out the attack in relation to an extortion demand.","07/10/2015: Assailants planted and detonated explosives at an under-construction government building in Chainpur area, Jharkhand state, India. This was one of three related bombings at under-construction government buildings in Chainpur on this date. There were no reported casualties, although the buildings were damaged in the blasts. Maoists claimed responsibility for the incident through posters left at the scene. In addition, Buddhan Murmu, a Maoist, was arrested in connection with the attacks."
2015,Kutru,India,19.081216,80.808598,Unarmed Assault,Police,Police Security Forces/Officers,"Officers: Mangal Sodhi, Raju Tela, Jaydev Yadav",Melee,"Hands, Feet, Fists",Communist Party of India - Maoist (CPI-Maoist),The Communist Party of India - Maoist (CPI-Maoist) claimed responsibility for the incident and stated that the police officers were targeted for their alleged mistreatment of civilians.,"07/13/2015: Assailants abducted six police officers from Kutru village, Chhattisgarh state, India. Two police officers were released the following day, while the bodies of the other four officers were discovered on July 15, 2015. The Communist Party of India - Maoist (CPI-Maoist) claimed responsibility for the incident and stated that the police officers were targeted for their alleged mistreatment of civilians."
2015,Bijuliban,India,27.567517,95.625397,Unarmed Assault,Private Citizens & Property,Named Civilian,House of Businessperson: Nandlal Shah,Firearms,Unknown Gun Type,United Liberation Front of Assam (ULFA),"The specific motive is unknown; however, sources posited that the attack was related to an extortion demand by the United Liberation Front of Assam (ULFA).","07/14/2015: Assailants opened fire on the residence of Nandlal Shah in Bijuliban village, Assam state, India. Shah, a Hindi-speaking businessperson, and his daughter were killed and three others were injured in the attack. No group claimed responsibility for the incident; however, sources attributed the attack to the United Liberation Front of Assam (ULFA)."
2015,Dudhiyatadi,India,24.770358,86.851277,Unarmed Assault,Business,Construction,Bridge Construction Site,Firearms,Unknown Gun Type,Maoists,"The specific motive is unknown; however, sources suspected that the attack was related to an extortion demand by Maoists.","07/20/2015: At least 20 assailants attacked a bridge construction site in Dudhiyatadi village, Bihar state, India. Nine laborers were injured and several construction vehicles were torched during the assault. No group claimed responsibility for the incident; however, sources attributed the attack to Maoists."
2015,Srinagar,India,34.088158,74.798628,Unknown,Business,Retail/Grocery/Bakery,Showroom,Explosives/Bombs/Dynamite,Grenade,Lashkar-e-Islam (India),"The specific motive is unknown; however, sources noted that Lashkar-e-Islam (India) had warned civilians to stop working for telecommunication companies.","07/24/2015: Assailants threw a grenade into an Aircel telecom office in Karan Nagar neighborhood, Srinagar city, Jammu and Kashmir state, India. No casualties were reported. This was one of four grenade attacks targeting telecommunications installations in the same area on this date. No group claimed responsibility for the incidents; however, sources attributed the attacks to Lashkar-e-Islam (India)."
2015,Srinagar,India,34.079936,74.798102,Unknown,Business,Retail/Grocery/Bakery,Showroom,Explosives/Bombs/Dynamite,Grenade,Lashkar-e-Islam (India),"The specific motive is unknown; however, sources noted that Lashkar-e-Islam (India) had warned civilians to stop working for telecommunication companies.","07/24/2015: Assailants threw a grenade into a Vodafone telecom showroom in Karan Nagar area, Srinagar city, Jammu and Kashmir state, India. No casualties were reported. This was one of four grenade attacks targeting telecommunications installations in the same area on this date. No group claimed responsibility for the incidents; however, sources attributed the attacks to Lashkar-e-Islam (India)."
2015,Srinagar,India,34.084375,74.797533,Unknown,Telecommunication,Telephone/Telegraph,Cell Phone Tower,Explosives/Bombs/Dynamite,Grenade,Lashkar-e-Islam (India),"The specific motive is unknown; however, sources noted that Lashkar-e-Islam (India) had warned civilians to stop working for telecommunication companies.","07/24/2015: Assailants threw a grenade into a Bharat Sanchar Nigam Limited (BSNL) telecommunications tower in Shaheedgunj area, Srinagar city, Jammu and Kashmir state, India. One civilian was injured in the attack. This was one of four grenade attacks targeting telecommunications installations in the same area on this date. No group claimed responsibility for the incidents; however, sources attributed the attacks to Lashkar-e-Islam (India)."
2015,Wazir Bagh,India,34.06455,74.807903,Unknown,Telecommunication,Telephone/Telegraph,Tower,Explosives/Bombs/Dynamite,Grenade,Lashkar-e-Islam (India),"The specific motive is unknown; however, sources noted that Lashkar-e-Islam (India) had warned civilians to stop working for telecommunication companies.","07/24/2015: Assailants threw a grenade at an Airtel tower in Wazir Bagh area, Jammu and Kashmir state, India. No casualties were reported. This was one of four grenade attacks targeting telecommunications installations in the same area on this date. No group claimed responsibility for the incidents; however, sources attributed the attacks to Lashkar-e-Islam (India)."
2015,Keithelmanbi,India,25.100146,93.9459,Unknown,Business,Retail/Grocery/Bakery,Trucks of Vendors,Unknown,0,Kuki Tribal Militants,"The specific motive is unknown; however, sources posited that the attack was related to an extortion demand by Kuki tribal militants.","07/24/2015: Assailants stopped trucks carrying tribal vendors and extorted money from them in Keithelmanbi area, Manipur state, India. No casualties were reported. No group claimed responsibility for the incident; however, a source attributed the attack to Kuki tribal militants."
2015,Gabarapara,India,17.710984,83.239285,Unknown,Private Citizens & Property,Laborer (General)/Occupation Identified,Suspected Informants,Explosives/Bombs/Dynamite,Other Explosive Type,Communist Party of India - Maoist (CPI-Maoist),"The specific motive is unknown; however, sources posited that the Communist Party of India - Maoist (CPI-Maoist) targeted the village because the group believed that many of the citizens were police informants. Sources also suspected that the Communist Party of India - Maoist (CPI-Maoist) carried out the attack in retaliation for the death of a Maoist in June 2015.","07/24/2015: Assailants attacked Gabarapara village, Andhra Pradesh state, India. Three civilians were kidnapped during the assault. Two of the hostages were injured and released, while the third hostage was killed shortly after the kidnapping. No group claimed responsibility for the incident; however, sources attributed the attack to the Communist Party of India - Maoist (CPI-Maoist)."
2015,West Khasi Hill district,India,25.53491,91.308294,Unknown,Private Citizens & Property,Laborer (General)/Occupation Identified,Trader,Unknown,0,Garo National Liberation Army,The Garo National Liberation Army claimed responsibility for the incident and stated that the attack was carried out in relation to an extortion demand.,"07/25/2015: Assailants attempted to extort money from a trader in West Khasi Hill district, Meghalaya state, India. No casualties were reported. The Garo National Liberation Army claimed responsibility for the incident and stated that the attack was carried out in relation to an extortion demand."
2015,Anantnag,India,33.733447,75.148642,Unknown,Police,Police Patrol (including vehicles and convoys),96 Battalion Vehicle,Explosives/Bombs/Dynamite,Grenade,Tehrik al-Mojahedin,Tehrik al-Mojahedin claimed responsibility for the incident and stated that the attack was carried out in retaliation for the Central Reserve Police Force (CRPF)'s alleged oppression of youth.,"07/29/2015: Assailants threw a grenade at a Central Reserve Police Force (CRPF) personnel on Khanabal-Pahalgam road in Anantnag town, Jammu and Kashmir state, India. Four civilians and four CRPF personnel were injured in the blast. Tehrik al-Mojahedin claimed responsibility and stated that the attack was carried out in retaliation for the Central Reserve Police Force's (CRPF) alleged oppression of youth. Additionally, officials attributed the attack to Hizbul Mujahideen (HM)."
2015,Alipur Duar district,India,26.49203,89.527207,Unknown,Journalists & Media,Newspaper Journalist/Staff/Facility,Correspondent: Chayan Sarkar,Unknown,0,Unknown,"The specific motive is unknown; however, sources, suspected that the abduction may have been related to Chayan Sarkar's journalism on college admission.","08/02/2015: Assailants abducted Chayan Sarkar from Alipur Duar district, West Bengal state, India. Sarkar, an anti-corruption journalist, was released by his captors on August 7, 2015. No group claimed responsibility for the incident."
2015,Jiyan,India,22.370878,86.502575,Unknown,Private Citizens & Property,Unnamed Civilian/Unspecified,Civilians,Unknown,0,Maoists,"The specific motive is unknown; however, sources posited that Maoists abducted the girls with the intention of having them join the group.","08/05/2015: Assailants abducted an unknown number of civilians from Jiyan village, East Singhbhum district, Jharkhand state, India. This was one of two related kidnappings in which three civilians were abducted from two different villages in East Singhbhum on the same date; the outcome of the kidnappings is unknown. No group claimed responsibility for the incidents; however, a source attributed the abductions to Maoists."
2015,Maheshpur,India,24.481054,87.759227,Unknown,Private Citizens & Property,Unnamed Civilian/Unspecified,Civilians,Unknown,0,Maoists,"The specific motive is unknown; however, sources posited that Maoists abducted the girls with the intention of having them join the group.","08/05/2015: Assailants abducted an unknown number of civilians from Maheshpur village, East Singhbhum district, Jharkhand state, India. This was one of two related kidnappings in which three civilians were abducted from two different villages in East Singhbhum on this date; the outcome of the kidnappings is unknown. No group claimed responsibility for the incidents; however, a source attributed the abductions to Maoists."
2015,Unknown,India,25.480142,91.389342,Unknown,Business,Retail/Grocery/Bakery,Tea Company,Unknown,0,A'chik Matgrik Elite Force (AMEF),"The specific motive is unknown; however, sources posited that the attack was related to an extortion demand.","08/07/2015: Assailants extorted money from a tea company in Meghalaya state, India. There were no reported casualties. No group claimed responsibility for the incident; however, police officials arrested two individuals in connection with the attack and identified one of them as an A'chik Matgrik Elite Force (AMEF) member."
2015,Unknown,India,25.480142,91.389342,Unknown,Business,Gas/Oil,Fuel Supplier,Unknown,0,A'chik Matgrik Elite Force (AMEF),"The specific motive is unknown; however, sources posited that the attack was related to an extortion demand.","08/07/2015: Assailants attempted to extort money from a fuel supplier in Meghalaya state, India. There were no reported casualties. No group claimed responsibility for the incident; however, police officials arrested two individuals in connection with the attack and identified one of them as an A'chik Matgrik Elite Force (AMEF) member."
2015,Zunheboto district,India,26.020037,94.520845,Unknown,Educational Institution,Other Personnel,Principal,Firearms,Unknown Gun Type,National Socialist Council of Nagaland-Khaplang (NSCN-K),The National Socialist Council of Nagaland-Khaplang (NSCN-K) claimed responsibility for the incident and demanded an extortion.,"08/07/2015: Assailants assaulted the Kheloshe Polytechnic Atoizu (KPA) principal in his home in Zunheboto district, Nagaland state, India. The National Socialist Council of Nagaland-Khaplang (NSCN-K) claimed responsibility for the incident and demanded an extortion payment from the victim."
2015,Unknown,India,24.113232,84.195341,Unknown,Police,Police Patrol (including vehicles and convoys),Patrol,Explosives/Bombs/Dynamite,Other Explosive Type,Maoists,"The specific motive is unknown; however, sources posited that the landmines were planted in retaliation for the death of 12 suspected Maoists in June 2015.","08/08/2015: Security forces discovered defused 162 explosive devices in Jharkhand state, India. No group claimed responsibility for the incident; however, sources attributed the attempted attack to Maoists."
2015,Unknown,India,24.113232,84.195341,Unknown,Police,Police Patrol (including vehicles and convoys),Patrol,Explosives/Bombs/Dynamite,Other Explosive Type,Maoists,"The specific motive is unknown; however, sources posited that Maoists planted the explosive devices in retaliation for the deaths of 12 suspected Maoists in June 2015.","08/09/2015: Security forces discovered and defused 250 explosive devices in Jharkhand state, India. No group claimed responsibility for the incident; however, sources attributed the attempted attack to Maoists."
2015,Luchitand,India,24.795877,85.000151,Unknown,Unknown,0,Unknown,Explosives/Bombs/Dynamite,Unknown Explosive Type,Maoists,"The specific motive is unknown; however, sources noted that Prime Minister Narendra Modi was visiting Gaya district a day prior to the incident.","08/10/2015: Security forces discovered and defused three explosive devices in Luchitand village, Bihar state, India. No group claimed responsibility; however, sources attributed the attempted attack to Maoists."
2015,Srinagar,India,34.091961,74.817727,Unknown,Police,Police Patrol (including vehicles and convoys),Patrol,Explosives/Bombs/Dynamite,Grenade,Tehrik al-Mojahedin,Tehrik al-Mojahedin claimed responsibility for the incident and stated that the attack was carried out in retaliation for police operations.,"08/12/2015: Assailants threw a grenade at a Central Armed Police Force (CAPF) and Jammu and Kashmir Police joint patrol in Khanyar, Srinagar city, Jammu and Kashmir state, India. Four police personnel were injured in the blast. Tehrik al-Mojahedin claimed responsibility and stated that the attack was carried out in retaliation for police operations."
2015,Jamgai,India,23.325724,84.869926,Unknown,Business,Construction,Equipment,Firearms,Unknown Gun Type,People's Liberation Front of India,"The specific motive is unknown; however, sources posited that the attack was related to an extortion demand.","08/12/2015: Thirty assailants attacked an under-construction school in Jamgai, Jharkhand state, India. There were no reported casualties, although several pieces of construction equipment were set on fire during the attack. No group claimed responsibility for the incident; however, sources attributed the attack to the People's Liberation Front of India."
2015,Visakhapatnam,India,17.696584,83.24478,Unknown,Business,Mining,House of Employee,Explosives/Bombs/Dynamite,Unknown Explosive Type,Maoists,"The specific motive is unknown; however, sources noted that Maoists are critical of mining operations.","08/13/2015: Assailants attacked a mining employee's residence in Visakhapatnam city, Andhra Pradesh, India. No casualties were reported in the attack. This was one of four related attacks in the area on this day. No group claimed responsibility for the incidents; however, sources attributed the attacks to Maoists."
2015,Visakhapatnam,India,17.696584,83.24478,Unknown,Business,Mining,House of Employee,Explosives/Bombs/Dynamite,Unknown Explosive Type,Maoists,"The specific motive is unknown; however, sources noted that Maoists are critical of mining operations.","08/13/2015: Assailants attacked a mining employee's residence in Visakhapatnam city, Andhra Pradesh, India. No casualties were reported in the attack. This was one of four related attacks in the area on this day. No group claimed responsibility for the incidents; however, sources attributed the attacks to Maoists."
2015,Visakhapatnam,India,17.696584,83.24478,Unknown,Business,Mining,House of Employee,Explosives/Bombs/Dynamite,Unknown Explosive Type,Maoists,"The specific motive is unknown; however, sources noted that Maoists are critical of mining operations.","08/13/2015: Assailants attacked a mining employee's residence in Visakhapatnam city, Andhra Pradesh, India. No casualties were reported in the attack. This was one of four related attacks in the area on this day. No group claimed responsibility for the incidents; however, sources attributed the attacks to Maoists."
