Year,City,Country,latitude,longitude,attack type,Target Type,Target Sub Type,Target,Weapon Type,Weapon sub type,Terrorist Organization,motive,summary
2007,Fatasil Ambari,India,27.491929,95.347833,Assassination,Private Citizens & Property,Race/Ethnicity Identified,Unknown,Explosives/Bombs/Dynamite,Unknown Explosive Type,United Liberation Front of Assam (ULFA),Unknown,"11/25/2007: Three bombings cumulatively killed two people and injured 18 in Indiaﾒs Assam State, including this one in the Fatasil Ambari area of Tinsukia. No one claimed responsibility for the attacks, but police suspected that the United Liberation Front of Assam was to blame."
2007,Umrangso,India,25.51187,92.738277,Assassination,Private Citizens & Property,Laborer (General)/Occupation Identified,Workers at the mill,Firearms,Unknown Gun Type,Black Widows,Unknown,11/27/2007: Eight saw mill workers were killed when suspected members of the Black Widows group opened fire on them near the town of Umrangso in Indiaﾒs Assam State. The militants subsequently set fire to the saw mill.
2007,Bordumsa,India,27.51586,95.877973,Assassination,Police,Police Security Forces/Officers,Guards at the Bordumsa checkpoint,Explosives/Bombs/Dynamite,Grenade,Other,Unknown,"11/28/2007: One person was killed and 12 were injured when an unknown person lobbed a grenade at a border checkpoint in the town of Bordumsa in Indiaﾒs Arunachal Pradesh State. No one claimed responsibility for the attack, but authorities believed that either the National Socialist Council of Nagaland-Isak Muivah (NSCN-IM) or the United Liberation Front of Assam (ULFA) were to blame."
2007,Dantewada district,India,18.9,81.35,Assassination,Military,Military Unit/Patrol/Convoy,A unit on the move,Explosives/Bombs/Dynamite,Land Mine,Unknown,Unknown,"11/29/2007: Ten Indian paramilitary troops and two civilians were killed by a landmine that blew up as their vehicle drove over it in the Dantewada district of the countryﾒs Chhattisgarh State. No one claimed responsibility for the attack, but authorities believed Maoist rebels were to blame."
2007,Unknown,India,25.090798,85.311177,Assassination,Government (General),"Government Personnel (excluding police, military)",Members,Firearms,Unknown Gun Type,Naxalites,Unknown,12/12/2007: Armed Naxalites killed three in India's Bihar state. It was believed that the Maoist insurgents were targeting local governing leaders. One person was also injured in the attack.
2007,Golaghat district,India,26.575482,93.893271,Assassination,Transportation,Train/Train Tracks/Trolley,Travelers in a train between Dibrugarh and Delhi.,Explosives/Bombs/Dynamite,Unknown Explosive Type,Adivasi National Liberation Army (ANLA),The ANLA is asking for more rights and recognition for its community.,"12/13/2007: A bomb planted in a train compartment on its way from Dibrugarh to Delhi, India, exploded killing five people and injuring five others. There is, however, no official toll on the number of casualties. Dilip Beg, a top leader of the Adivasi National Liberation Army (ANLA) claimed responsibility for the attack to reporters by telephone from an undisclosed location, asking for more rights and recognition for the community in the state."
2008,Rampur,India,25.47283,82.570528,Assassination,Police,"Police Building (headquarters, station, school)",Police recruiting center,Firearms,Unknown Gun Type,Lashkar-e-Taiba (LeT),Unknown,"01/01/2008:  Between 3-5 men with guns and grenades ambushed the Central Reserve Police Force recruitment centre  in the northern state of Uttar Pradesh in India early yesterday (Tuesday), in an attack that killed seven police officers and one rickshaw puller. The men opened fire at the centre located in Rampur over 250 kilometers north-west of state capital Lucknow at about 2:20 am. After they shot and killed two police officers and the rickshaw puller, the men threw a grenade over the gate of the centre which killed 5 more officers. Five reserve officers and two constables from the state police were also injured in the gun battle.  No group has claimed responsibility but it is suspected that the Islamic militant group Lashkar-e-Taiba are the attackers. They were not captured."
2008,Purulia district,India,23.332078,86.365208,Assassination,Private Citizens & Property,Political Party Member/Rally,Pahalan Kumar Majhi,Firearms,Unknown Gun Type,Unknown,Unknown,01/01/2008:  Leftist guerrillas shot dead Pahalan Kumar Majhi in Purulia district after the insurgents dragged him out of his home.
2008,Burdwan district,India,23.232421,87.861479,Assassination,Government (General),Politician or Political Party Movement/Meeting/Rally,Sisir Chatterjee,Melee,Knife or Other Sharp Object,Unknown,Unknown,"01/01/2008:  In Burdwan a group of assailants, suspected of having connections with the Maoists, killed the 52-year-old Sisir Chatterjee, a CPI-M zonal committee member, in the Mangalkot area."
2008,Hyderabad,India,17.376812,78.487812,Assassination,Government (General),"Government Personnel (excluding police, military)",State secretariat of Andhra Pradesh,Explosives/Bombs/Dynamite,Other Explosive Type,Unknown,Unknown,01/02/2008:  A crude bomb was found in Hyderabadﾒs NTR Garden near the state secretariat of Andhra Pradesh.  Police said the bomb was recovered and defused by the bomb disposal squad.
2008,Sambalpur district,India,21.466872,83.981166,Assassination,Government (General),Government Building/Facility/Office,Office,Incendiary,Arson/Fire,Communist Party of India - Maoist (CPI-Maoist),Unknown,"01/05/2008:  Twenty armed Maoists burned down a forest range office in Orissa, India.  They also destroyed seven jeeps, four motorcycles, and files in the offices.  They stole cash and belongings from the forester's home.  They beat up six forest guards."
2008,Rongsal,India,26.806765,93.376685,Assassination,Private Citizens & Property,Laborer (General)/Occupation Identified,Railroad workers in Assam province,Explosives/Bombs/Dynamite,Grenade,Unknown,Unknown,"01/09/2008:  Four railway workers were injured in Indiaﾒs Assam province when separatists lobbed grenades as workers as they were sleeping.  Although no group has claimed responsibility for the attack, authorities believe that the United Liberation Front of Asom (ULFA) is responsible."
2008,Haflong,India,25.16331,93.012824,Assassination,Transportation,Train/Train Tracks/Trolley,Two section engineers,Unknown,0,Unknown,Unknown,"01/22/2008:  Unknown perpetrators kidnapped two section engineers from a railway complex in Halfong, India.  The resolution of the kidnapping is unknown. Dimasa militants are suspected to be at fault for kidnapping section engineer Ashwini Kumar and P Duwara in a railway complex in Halfong of NC Hills district. The kidnapping occurred at around 0730 hours."
2008,Doda District,India,33.14575,75.548049,Assassination,Police,Police Security Forces/Officers,Village Defense Committee member,Melee,Knife or Other Sharp Object,Unknown,Unknown,01/23/2008:  Unknown perpetrators kidnapped and killed a Village Defense Committee member in Doda District of Jammu and Kashmir.
2008,Kupwara district,India,34.526179,74.254614,Assassination,Private Citizens & Property,Unnamed Civilian/Unspecified,Civilian,Firearms,Unknown Gun Type,Unknown,Unknown,"01/29/2008:  Two unknown militants perpetrators kidnapped one person in Kashmir, India.  The resolution of the kidnapping is unknown."
2008,Bijapur District,India,18.791667,80.816667,Assassination,Private Citizens & Property,Race/Ethnicity Identified,Civilians,Firearms,Unknown Gun Type,Unknown,Unknown,"01/31/2008:  Unknown Maoist rebels kidnapped nine villagers in Chhattisgarh, India.  The resolution of the kidnapping is unknown."
2008,Karnal District,India,29.685693,76.990483,Assassination,Government (General),"Government Personnel (excluding police, military)",Convoy of Dera Sacha Sauda Chief,Explosives/Bombs/Dynamite,Unknown Explosive Type,Unknown,Unknown,"02/02/2008:  The convoy of Dera Sacha Sauda Chief Grumeet Singh Ram Rahim was attacked with an explosive device in Karnal district, India, wounding 10 people. No group has claimed responsibility for the attack."
2008,Guwahati,India,26.179222,91.753346,Assassination,Police,Police Security Forces/Officers,"Mrinmoy Chakraborty, a police constable",Firearms,Unknown Gun Type,Unknown,Unknown,"03/01/2008:  Mrinmoy Chakraborty, a police constable, who was shot in the head and killed by some unidentified gunmen in a mysterious situation inside the police reserve."
2008,Reasi,India,33.08026,74.836625,Assassination,Private Citizens & Property,Race/Ethnicity Identified,Indian Civilians,Explosives/Bombs/Dynamite,Grenade,Unknown,To attack Indian civilians and interests in the region.,"03/06/2008:  A nine year old girl and 13 year old girl, were among three members of a Muslim family were killed in a grenade attack by suspected militants in Indian Kashmir.   The militants threw a grenade at the house which injured five others.  No group has claimed responsibility for the indiscriminate attack."
2008,Lakhimpur District,India,27.206273,94.15188,Assassination,Private Citizens & Property,Unnamed Civilian/Unspecified,Civilians near the incident,Explosives/Bombs/Dynamite,Unknown Explosive Type,United Liberation Front of Assam (ULFA),To protest Indian government control by killing Indian civilians.,"03/07/2008:  Five people, including a woman, were injured in a bomb blast in Lakhimpur district of India's Assam State.  The United Liberation Front of Asom is believed to be behind the blast."
2008,Dohni,India,24.632919,76.788326,Assassination,Government (General),Politician or Political Party Movement/Meeting/Rally,Brij Bihari Sukhla of the Jana Morcha Nepal Party.,Unknown,0,United Democratic Terai Liberation Front (UDTLF),To kidnap  Brij Bihari Sukhla.,"03/08/2008:  Militants of the United Democratic Terai Liberation Front (UDTLF) kidnapped Brij Sukhla, a Jana Morcha Nepal candidate from the Kapilvastu district of Dohni, India.  The kidnapping took place while Sukhla was campaigning for the CA polls in Dohni village at around 1 pm at a supporter's house. The commander of Kapilavastu wing of UDTLF group, Raj Guru, said they kidnapped Sukhla because of his 'anti-people policies'.  A search operation was launched by police to find Sukhla."
2008,Guwahati,India,26.179222,91.753346,Assassination,Private Citizens & Property,Race/Ethnicity Identified,Indian civilians near the incident.,Explosives/Bombs/Dynamite,Unknown Explosive Type,United Liberation Front of Assam (ULFA),To protest the Indian control of the Assom State.,"03/08/2008:  At least twenty people were injured in two bomb explosions that were triggered by suspected militants of the United Liberation Front of Asom (UFLA) in Guwahati and Tinsukia.   The first bomb exploded in Guwahati and was kept under a truck in a bazaar around 1:30 pm, injuring four people.  Thirty minutes later, the rebels triggered another explosion in Tinsuki, injuring 16 people."
2008,Unknown,India,24.663717,93.906269,Assassination,Government (General),Government Building/Facility/Office,Manipur state assembly secretariat,Explosives/Bombs/Dynamite,Grenade,Other,To attack the Manipur state assembly secretariat.,"03/08/2008:  The Manipur state assembly secretariat was bombed, leaving no one hurt but leaving minor damages.  Militants from the banned People's Revolutionary Party of Kangleipak, hurled a local-made bomb towards the main building."
2008,Dibrugarh district,India,27.313847,95.049629,Assassination,Private Citizens & Property,Laborer (General)/Occupation Identified,Migrant laborers,Firearms,Automatic Weapon,United Liberation Front of Assam (ULFA),To spread fear and violence throughout the Assam state.,03/09/2008:  Three migrant laborers were killed and five others were wounded in a brick kiln in Assam's Dibrugarh district.  Authorities said that armed miscreants fired indiscriminately from automatic weapons after entering the camp of brick kiln workers.  Police suspect that ULFA militants are behind the incident.
2008,New Delhi,India,28.632381,77.220004,Assassination,Government (General),Politician or Political Party Movement/Meeting/Rally,Communist Party of India-Marxist (CPI-M) central office,Explosives/Bombs/Dynamite,Unknown Explosive Type,Other,To attack the Communist Party of India-Marxist (CPI-M).,"03/09/2008:  A bomb went off at the Communist Party of India-Marxist (CP-M) central office in New Delhi, India.  At least seven members died and it is still unclear how many were injured by the blast which was set off by the Bhartiya Party (BJP) and Rashtriya Swayamsewak Sangh (RSS) parties."
2008,Imphal West District,India,24.781851,93.886365,Assassination,Government (General),"Government Personnel (excluding police, military)",The residence of a Congress MLA Bijoy Koijam.,Explosives/Bombs/Dynamite,Unknown Explosive Type,People's Revolutionary Party of Kangleipak (PREPAK),To kill MLA Bijoy Koijam.,"03/10/2008:  The residence of a Congress MLA Bijoy Koijam at Pheija Leitong located under an Indian police station in Imphal West district, Assam State was attacked with a bomb.  The bomb attack at MLA Bijoy's house was carried out by two unidentified persons.  The bomb exploded in the courtyard of the house, however, no injuries or fatalities were reported.  The PREPAK's Cobra task force has claimed responsibility."
2008,Tinsukia,India,27.491929,95.347833,Assassination,Business,0,Indian civilians near the incident.,Explosives/Bombs/Dynamite,Suicide (carried bodily by human being),United Liberation Front of Assam (ULFA),To protest Indian control of the region.,"03/11/2008:  At least one civilian was killed and 15 others were wounded as a powerful bomb triggered by suspected ULFA militants, detonated in front of Nathani Hotel near the Daily bazaar in Tinsukia, India.  The bomb was suspected to have been kept in rickshaw by an unidentified woman.  The woman killed herself in the explosion."
2008,Gaurisagar,India,26.948463,94.532214,Assassination,Business,Hotel/Resort,Unknown,Explosives/Bombs/Dynamite,Unknown Explosive Type,United Liberation Front of Assam (ULFA),Unknown,"03/16/2008:  Suspected ULFA exploded a bomb behind a hotel in the town of Gaurisagar located in Assam, India."
2008,Murkongselek,India,27.829312,95.219502,Assassination,Police,Police Security Forces/Officers,Assam Police Personnel,Explosives/Bombs/Dynamite,Grenade,United Liberation Front of Assam (ULFA),Unknown,"03/15/2008:  Four people were killed and 53 injured in a grenade attack by suspected ULFA on a tribal gathering in Murkongselek village located in Assam, India."
2008,T. Minou,India,24.348854,94.052215,Assassination,Military,Military Barracks/Base/Headquarters/Checkpost,24th post of the Assam Rifles battalion,Unknown,0,United National Liberation Front (UNLF),Unknown,"03/16/2008:  The Manipur Peoples Army attacked the post of 24th Assam Rifles battalion killing a rifleman and civilian at T Minou village, India."
2008,Sagolmang,India,24.956122,94.02421,Assassination,Military,Military Barracks/Base/Headquarters/Checkpost,23rd post of the Assam Rifles battalion,Explosives/Bombs/Dynamite,Grenade,United National Liberation Front (UNLF),Unknown,"03/16/2008:  Nine security personnel were injured when The Manipur Peoples Army threw grenades and opened fire at the post of 23rd Assam Rifles Battalion in the Imphal East District, India."
2008,Ghoshkata,India,26.445758,90.231502,Assassination,Terrorists/Non-State Militia,Terrorist,A camp of the National Democratic Front of Bodoland Rebels,Firearms,Unknown Gun Type,Unknown,Unknown,"03/19/2008:  An unidentified group attacked the camp of National Democratic Front of Bodoland rebels and opened fire killing three and wounding several others and then set the camp on fire at Ghoshkata village in Kokrajhar district, India at around 5:50 pm."
2008,Srinagar,India,34.083658,74.797368,Assassination,Police,"Police Building (headquarters, station, school)",Abandoned police post on a flyover bridge,Explosives/Bombs/Dynamite,Unknown Explosive Type,Al-Madina,Unknown,"03/19/2008:  Islamic militant group Al-Madina [LeT Front] detonated an improvised explosive device on a flyover bridge inside an abandoned police post injuring 24 people in Srinagar, India."
2008,Kala Pahar,India,24.749905,84.370896,Assassination,Private Citizens & Property,Village/City/Town/Suburb,The village of Kala Pahar,Firearms,Unknown Gun Type,Communist Party of India - Maoist (CPI-Maoist),Police suspected that the Maoist attack was linked to an extortion demand on the construction company.,"04/01/2008: On Tuesday night, more than 200 Communist Party of India-Maoist (CPI-Maoist) militants attacked the village of a member of the State Legislative Assembly (MLA), Vijay Kumar Singh of the Lok Janshakti Party, in the Kala Pahar village of Aurangabad district, Bihar province, India. The Maoist guerrillas opened fire to create panic among the villagers, set ablaze three vehicles being used by the MLAﾒs construction company and abducted four laborers. No casualties were reported. Police suspected that the Maoist attack was linked to an extortion demand on the construction company, although no claim of responsibility was made for the incident."
2008,Khunti district,India,23.075278,85.278889,Assassination,Private Citizens & Property,Named Civilian,"Ashok Lohra, Mahadeo Lohra, Hari Lohra and Bhagwan Kumhar",Melee,Knife or Other Sharp Object,Communist Party of India - Maoist (CPI-Maoist),The specific purpose of the attack was to punish the targeted civilians for taking part in robbery and extortion.,"04/01/2008: On Tuesday night, the Communist Party of India-Maoist (CPI-Maoist) militants beheaded four civilians after abducting them at Chainpur road under Arki police station in Jharkhand's Khunti district, India. A hand-written note left behind by the Maoists claimed the four persons were being punished for indulging in robbery and extortion. The deceased had been identified as Ashok Lohra, Mahadeo Lohra, Hari Lohra and Bhagwan Kumhar."
2008,Kala Pahar,India,24.749905,84.370896,Assassination,Government (General),Politician or Political Party Movement/Meeting/Rally,Vijay Kumar Singh of the Lok Janshakti Party and member of the State Legislative Assembly (MLA),Unknown,0,Communist Party of India - Maoist (CPI-Maoist),Police suspected that the Maoist attack was linked to an extortion demand on the construction company contracted by the MLA party.,"04/01/2008: On Tuesday night, more than 200 Communist Party of India-Maoist (CPI-Maoist) militants attempted to assassinate a member of the State Legislative Assembly (MLA), Vijay Kumar Singh of the Lok Janshakti Party, in the Kala Pahar village of Aurangabad district, Bihar province, India. However, MLA member Vijay Kumar Singh was not present at his residence when the Maoist rebels arrived and therefore no casualties were reported. Police suspected that the Maoist attack was linked to an extortion demand on the construction company contracted by the MLA party, although no claim of responsibility was made for the incident."
2008,Unknown,India,33.778175,76.576171,Assassination,Private Citizens & Property,Named Civilian,An unknown civilian,Firearms,Unknown Gun Type,Unknown,The specific motive for the attack is unknown or was not reported.,"04/03/2008: On Thursday, two separatist militants and a civilian were killed in a gun battle in an unknown location in northern Kashmir, India. No claim of responsibility was made for the incident."
2008,Surigam,India,34.552124,74.350879,Assassination,Police,Police Security Forces/Officers,"Two police constables, Tariq Ahmad Bhat and Nazir Ahmad Dar,",Melee,Knife or Other Sharp Object,Al-Badr,The specific motive for the attack is unknown or was not reported.,"04/03/2008: On Thursday, two police constables, Tariq Ahmad Bhat and Nazir Ahmad Dar, were abducted by Imran Group of Al-Badr Mujahideen militants in Surigam village, Kupwara, Jammu and Kashmir province, India. No claim of responsibility was made for the incident. On 04/04/2008 on Friday, Imran Group of Al-Badr Mujahideen militants killed the two kidnapped police constables by splitting their throats in the Batnoor forest outside Kupwara district, Jammu and Kashmir province, India. Jaish-e-Mohammad claimed responsibility for the killing."
2008,Sono,India,24.924391,86.220707,Assassination,Business,Construction,Three employees of a private contractor engaged in road construction,Firearms,Unknown Gun Type,Communist Party of India - Maoist (CPI-Maoist),The attack was carried out because an extortion payment was not made to the militants.,"04/04/2008: On Friday night, around a hundred suspected Communist Party of India-Maoist (CPI-Maoist) militants attacked a village near Sono in Jamui district, Bihar province, India, and abducted three employees of a private contractor engaged in road construction for not paying an extortion payment. The local village residents attempted to stop the kidnapping, which resulted in indiscriminate exchange of firing between the villagers and the Maoists, however no casualties were reported.  No claim of responsibility was made for the incident."
2008,Barama,India,26.524472,91.350511,Assassination,Private Citizens & Property,Laborer (General)/Occupation Identified,"A surrendered National Democratic Front of Bodoland (NDFB) militant, Mridul Muchhary,",Firearms,Unknown Gun Type,Unknown,The specific motive for the attack is unknown or was not reported.,"04/04/2008: On Friday evening at 18:30, one surrendered National Democratic Front of Bodoland (NDFB) militant, Mridul Muchhary, was shot dead by unidentified militants in Dalbari village market under Barama police station in the Nalbari district, Assam province, India. His associate, Ambir Boro, was injured in the attack. A grenade and a magazine were recovered from the incident site. No claim of responsibility was made for the incident."
2008,Udaipur,India,24.582777,73.698134,Assassination,Violent Political Party,Party Official/Candidate/Other Personnel,Candidate: Ashok Rai,Unknown,0,Maoists,The specific motive for the attack is unknown or was not reported.,"4/4/2008: On Friday, at 2300, a group of 25 Maoists militants abducted UML candidate Ashok Rai from Thoksila VDC in Udaipur, Rajasthan, India. Rai was abducted while he was sleeping and was released three hours later. Police arrested six Maoists for their involvement in the abduction."
2008,Kamlapur,India,24.196876,91.833052,Assassination,Government (General),Politician or Political Party Movement/Meeting/Rally,"Tapan Roy, a left-wing local leader from the Communist Party of India- Marxist,",Melee,Knife or Other Sharp Object,Unknown,The specific motive for the attack is unknown or was not reported.,"04/04/2008: Late on Friday, a left-wing local leader from the Communist Party of India- Marxist, Tapan Roy, was killed by unidentified militants when he was returning home in Kamlapur, Agartala district, Tripura province, India. Using sharp weapons, the assailants cut several marks on Roy's body. No claim of responsibility was made for the incident."
2008,Malkangiri district,India,18.364195,81.892418,Assassination,Private Citizens & Property,Named Civilian,Sayam Lachha,Firearms,Unknown Gun Type,Communist Party of India - Maoist (CPI-Maoist),"Sayam Lachha was accused of being a police informer, which is why he was killed.","04/04/2008: On Friday, Communist Party of India-Maoist (CPI-Maoist) militants shot and killed a villager, Sayam Lachha, during a wedding in the Ragadpali village of Malkangiri district, Orissa province, India, accusing him of being a police informer. No claim of responsibility was made for the incident."
2008,Namrup,India,27.184027,95.346848,Assassination,Transportation,Train/Train Tracks/Trolley,The Namrup railway station,Explosives/Bombs/Dynamite,Unknown Explosive Type,United Liberation Front of Assam (ULFA),The specific motive for the attack is unknown or was not reported.,"04/07/2008: On Monday morning, an improvised explosive device rigged to a bicycle was left at the Namrup railway station in Dibrugarh district, Assam province, India, by the United Liberation Front of Assam (ULFA) militants. The bomb, set to detonate at 5:00 in the morning, was targeting the Kamrup Express train, however the Indian Army located the I.E.D. and safely defused the device preventing its detonation. No casualties were reported and no claim of responsibility was made for the incident."
2008,Gumla district,India,23.041512,84.544486,Assassination,Terrorists/Non-State Militia,0,Eight members of a local resistance force formed to combat Maoist activists,Firearms,Unknown Gun Type,Maoists,The specific motive for the attack is unknown or was not reported.,"04/08/2008: On Tuesday, at least eight members of a local resistance force formed to combat Maoist activists were killed by Maoist rebels while travelling in a vehicle in Gumla district, Jharkhand province, India. The rebels first opened fire on them and later threw flammable substances on the vehicle, setting it ablaze. No claim of responsibility was made for the incident."
2008,Imphal West district,India,24.817011,93.936844,Assassination,Private Citizens & Property,Laborer (General)/Occupation Identified,Two truck drivers,Unknown,0,People's Revolutionary Party of Kangleipak (PREPAK),The specific motive for the attack is unknown or was not reported.,"04/08/2008: On Tuesday, two truck drivers were abducted by the Peopleﾒs Revolutionary Party of Kangleipak (PREPAK) in Paorabi Huidrom village, Imphal district, Manipur province, India. A ransom demand of INR 1,000,000 (U.S. $25,020.77) was made in exchange for the hostages.. No claim of responsibility was made for the incident. On 04/09/2008 on Wednesday, police rescued the two truck drivers being held hostage in Lamlong in east Imphal. No casualties were reported."
2008,Malkangiri district,India,18.364195,81.892418,Assassination,Private Citizens & Property,Named Civilian,"Raba Subba, a village head at Peta village,",Firearms,Unknown Gun Type,Communist Party of India - Maoist (CPI-Maoist),The specific motive for the attack is unknown or was not reported.,"04/09/2008: On Wednesday, the Communist Party of India-Maoist (CPI-Maoist) militants shot and killed Raba Subba, a village head at Peta village near a forest in Malkangiri district, Orissa province, India. No claim of responsibility was made for the incident."
2008,Howraghat,India,26.109368,93.033199,Assassination,Private Citizens & Property,"Procession/Gathering (funeral, wedding, birthday, religious)",A weekly market,Explosives/Bombs/Dynamite,Unknown Explosive Type,Karbi Longri North Cachar Liberation Front (KLNLF),The specific motive for the attack is unknown or was not reported.,"04/10/2008: On Thursday, suspected Karbi Longri North Cachar Liberation Front (KLNLF) militants detonated a bicycle bomb that injured 35 people at a busy weekly market on Netaji Subhas Chandra Bose Road in Howraghat in the Indian district of Karbi Anglong, Assam province, India. No damage was reported and no claim of responsibility was made for the incident."
2008,Rohtas district,India,25.069122,84.016578,Assassination,Private Citizens & Property,Political Party Member/Rally,Six activists of the Sashatra People's Morcha,Firearms,Unknown Gun Type,Communist Party of India - Maoist (CPI-Maoist),The specific motive for the attack is unknown.,"04/10/2008: On Thursday, the Communist Party of India- Maoist shot and killed six activists of the Sashastra People's Morcha (SPM) in the Rohtas District of Bihar, Jharkhand, India. The victims were from the Barachatti and Mohanpur areas of Gaya district, close to the Jharkhand border. The encounter took place in the Tardih jungle, some 160 km south-west of the state capital Patna. No group claimed responsibility for the attack."
2008,Tamenglong district,India,24.984523,93.503509,Assassination,Violent Political Party,Party Official/Candidate/Other Personnel,Sergeant/Major: Simreisang Tangkhul,Firearms,Unknown Gun Type,National Socialist Council of Nagaland-Khaplang (NSCN-K),The specific motive for the attack is unknown.,"04/11/2008: On Friday, in the Dikiuram area, in Tamenglong, Manipur, India National Socialist Party of Nagaland-Khaplang (NSCN-K) militants gunned down Simreisang Tangkhul, a self-styled sergeant major of the National Socialist Party of Nagaland-Isak-Muivah (NSCN-IM)."
2008,Urubali,India,17.916236,81.521241,Assassination,Private Citizens & Property,Named Civilian,"Assailants killed a village leader in Urubali village, in Malkangiri, India.",Unknown,0,Communist Party of India - Maoist (CPI-Maoist),The specific motive for the attack is unknown.,"04/12/2008: On Saturday, in Urubali village, Malkangiri, Orissa, India, assailants killed one village leader. No group claimed responsibility, but it was widely believed the Communist Party of India-Maoist (CPI-Maoist) was responsible."
