Year,City,Country,latitude,longitude,attack type,Target Type,Target Sub Type,Target,Weapon Type,Weapon sub type,Terrorist Organization,motive,summary,
2013,Imphal,India,24.795247,93.936516,Hostage Taking (Kidnapping),Transportation,Bridge/Car Tunnel,Bridge,Explosives/Bombs/Dynamite,Time Fuse,Coordination Committee (CORCOM),The Coordination Committee (CORCOM) claimed responsibility for the bombing in a press release and stated that the attack was part of an organized boycott by multiple revolutionary groups of Republic Day celebrations.  Sources note that revolutionary groups have also called for a general strike on January 26th in response to Republic Day celebrations.,"01/25/2013: A bomb exploded on the banks of the Nambul river, near the Keishamthong Bridge in Imphal, Imphal West district, Manipur, India. This is one of four bombings on the same day. No casualties were reported. Coordination Committee (CORCOM) claimed responsibility for the incident, stating that it was part of a boycott of Republic Day.",
2013,Imphal,India,24.803497,93.949712,Hostage Taking (Kidnapping),Educational Institution,School/University/Educational Building,School Grounds,Explosives/Bombs/Dynamite,Time Fuse,Coordination Committee (CORCOM),The Coordination Committee (CORCOM) claimed responsibility for the bombing in a press release and stated that the attack was part of an organized boycott by multiple revolutionary groups of Republic Day celebrations.  Sources note that revolutionary groups have also called for a general strike on January 26th in response to Republic Day celebrations.,"01/25/2013: A bomb exploded near the gate to Raja Dumbra Singh High School, East Imphal district, Manipur, India. This is one of four bombings on the same day. No casualties were reported. Coordination Committee (CORCOM) claimed responsibility for the incident, stating that it was part of a boycott of Republic Day.",
2013,Imphal,India,24.840217,93.94666,Hostage Taking (Kidnapping),Business,Farm/Ranch,Farm,Explosives/Bombs/Dynamite,Unknown Explosive Type,Coordination Committee (CORCOM),The Coordination Committee (CORCOM) claimed responsibility for the bombing in a press release and stated that the attack was part of an organized boycott by multiple revolutionary groups of Republic Day celebrations.  Sources note that revolutionary groups have also called for a general strike on January 26th in response to Republic Day celebrations.,"01/25/2013: A bomb exploded near Oak Tasar Farm, near the New Secretariat complex in Heingang, West Imphal district, Manipur, India. This is one of four bombings on the same day. No casualties were reported. Coordination Committee (CORCOM) claimed responsibility for the incident, stating that it was part of a boycott of Republic Day.",
2013,Badildih,India,24.773331,86.068756,Hostage Taking (Kidnapping),Business,Construction,Construction Workers,Firearms,Unknown Gun Type,Maoists,"The specific motive is unknown; however, police sources stated that Maoists kidnapped the workers in order to prevent the construction of bridge connecting several villages.  Local sources speculate that the workers were kidnapped because of unpaid extortion demands from Maoists, but police sources stated that this was false.","01/26/2013: Approximately 50 Maoists kidnapped eight construction workers tasked with building a bridge in Badaldiah, Jamui district, Bihar, India. The laborers were released unharmed on January 30th, 2013. Sources say that the Maoists had demanded the suspension of work on the bridge; additionally, some contend that the laborers were kidnapped because a levy was not paid.",
2013,Jaleshwar,India,26.046167,90.201657,Hostage Taking (Kidnapping),Government (General),Politician or Political Party Movement/Meeting/Rally,Member: Mainuddin Ahmed,Explosives/Bombs/Dynamite,Unknown Explosive Type,United Liberation Front of Assam (ULFA),"The specific motive is unknown; however, sources speculated that the attack, which occurred on India's Republic Day, was part of pattern of violence by the United Liberation Front of Assam (ULFA) intended to disrupt holiday celebrations.  Sources note that the United Liberation Front of Assam (ULFA) had called for a boycott of Republic Day celebrations.","01/26/2013: A low intensity explosive device went off outside of the home of an All India United Democratic Front (AIUDF) legislator, Mainuddin Ahmed, in Jaleshwar, Golapara district, Assam, India. No casualties were reported, although a suspected bomber was lynched by civilians following the explosion. This was one of nine explosive devices that detonated in less than two hours across two districts. No group claimed responsibility for the incident; however, officials suspect that the United Liberation Front of Assam perpetrated the attacks as part of a Republic Day boycott.",
2013,Gaurnagar,India,26.048565,90.200732,Hostage Taking (Kidnapping),Unknown,0,Unknown,Explosives/Bombs/Dynamite,Unknown Explosive Type,United Liberation Front of Assam (ULFA),"The specific motive is unknown; however, sources speculated that the attack, which occurred on India's Republic Day, was part of pattern of violence by the United Liberation Front of Assam (ULFA) intended to disrupt holiday celebrations.  Sources note that the United Liberation Front of Assam (ULFA) had called for a boycott of Republic Day celebrations.","01/26/2013: A low intensity explosive device went off in Gaurnagar area, Golapara district, Assam, India. There were no reported injuries resulting from the blast. This was one of nine explosive devices that detonated in less than two hours across two districts. No group claimed responsibility for the incident; however, officials suspect that the United Liberation Front of Assam (ULFA) perpetrated the attacks as part of a Republic Day boycott.",
2013,Jaleshwar,India,26.046167,90.201657,Hostage Taking (Kidnapping),Educational Institution,School/University/Educational Building,School Building,Explosives/Bombs/Dynamite,Unknown Explosive Type,United Liberation Front of Assam (ULFA),"The specific motive is unknown; however, sources speculated that the attack, which occurred on India's Republic Day, was part of pattern of violence by the United Liberation Front of Assam (ULFA) intended to disrupt holiday celebrations.  Sources note that the United Liberation Front of Assam (ULFA) had called for a boycott of Republic Day celebrations.","01/26/2013: An explosive device detonated at the Jaleshwar High School in Jaleshwar, Goalpara district, Assam, India. There were no reported injuries resulting from the blast. This was one of nine explosive devices that detonated in less than two hours across two districts. No group claimed responsibility for the incident; however, officials suspect that the United Liberation Front of Assam (ULFA) perpetrated the attacks as part of a Republic Day boycott.",
2013,Moriakichi,India,26.052473,90.558615,Hostage Taking (Kidnapping),Private Citizens & Property,Marketplace/Plaza/Square,Bazaar,Explosives/Bombs/Dynamite,Unknown Explosive Type,United Liberation Front of Assam (ULFA),"The specific motive is unknown; however, sources speculated that the attack, which occurred on India's Republic Day, was part of pattern of violence by the United Liberation Front of Assam (ULFA) intended to disrupt holiday celebrations.  Sources note that the United Liberation Front of Assam (ULFA) had called for a boycott of Republic Day celebrations.","01/26/2013: An explosive device detonated in a market in Moriakichi, Goalpara district, Assam, India. There were no reported injuries resulting from the blast. This was one of nine explosive devices that detonated in less than two hours across two districts. No group claimed responsibility for the incident; however, officials suspect that the United Liberation Front of Assam (ULFA) perpetrated the attacks as part of a Republic Day boycott.",
2013,Goalpara district,India,26.169455,90.619576,Hostage Taking (Kidnapping),Private Citizens & Property,Marketplace/Plaza/Square,Market,Explosives/Bombs/Dynamite,Unknown Explosive Type,United Liberation Front of Assam (ULFA),"The specific motive is unknown; however, sources speculated that the attack, which occurred on India's Republic Day, was part of pattern of violence by the United Liberation Front of Assam (ULFA) intended to disrupt holiday celebrations.  Sources note that the United Liberation Front of Assam (ULFA) had called for a boycott of Republic Day celebrations.","01/26/2013: An explosive device detonated in a market in Porahita, Goalpara district, Assam, India. There were no reported injuries resulting from the blast. This was one of nine explosive devices that detonated in less than two hours across two districts. No group claimed responsibility for the incident; however, officials suspect that the United Liberation Front of Assam (ULFA) perpetrated the attacks as part of a Republic Day boycott.",
2013,Goalpara district,India,26.072512,90.588679,Hostage Taking (Kidnapping),Private Citizens & Property,Marketplace/Plaza/Square,Market,Explosives/Bombs/Dynamite,Unknown Explosive Type,United Liberation Front of Assam (ULFA),"The specific motive is unknown; however, sources speculated that the attack, which occurred on India's Republic Day, was part of pattern of violence by the United Liberation Front of Assam (ULFA) intended to disrupt holiday celebrations.  Sources note that the United Liberation Front of Assam (ULFA) had called for a boycott of Republic Day celebrations.","01/26/2013: An explosive device detonated in a market in Jadarhaat, Goalpara district, Assam, India. There were no reported injuries resulting from the blast. This was one of nine explosive devices that detonated in less than two hours across two districts. No group claimed responsibility for the incident; however, officials suspect that the United Liberation Front of Assam (ULFA) perpetrated the attacks as part of a Republic Day boycott.",
2013,Airkata,India,25.955265,90.101326,Hostage Taking (Kidnapping),Private Citizens & Property,Marketplace/Plaza/Square,Bazaar,Explosives/Bombs/Dynamite,Unknown Explosive Type,United Liberation Front of Assam (ULFA),"The specific motive is unknown; however, sources speculated that the attack, which occurred on India's Republic Day, was part of pattern of violence by the United Liberation Front of Assam (ULFA) intended to disrupt holiday celebrations.  Sources note that the United Liberation Front of Assam (ULFA) had called for a boycott of Republic Day celebrations.","01/26/2013: An explosive device detonated in a market in Airkata, Dhubri district, Assam, India. There were no reported injuries resulting from the blast. This was one of nine explosive devices that detonated in less than two hours across two districts. No group claimed responsibility for the incident; however, officials suspect that the United Liberation Front of Assam (ULFA) perpetrated the attacks as part of a Republic Day boycott.",
2013,Chirakhuti,India,26.035371,90.148237,Hostage Taking (Kidnapping),Private Citizens & Property,Marketplace/Plaza/Square,Market,Explosives/Bombs/Dynamite,Unknown Explosive Type,United Liberation Front of Assam (ULFA),"The specific motive is unknown; however, sources speculated that the attack, which occurred on India's Republic Day, was part of pattern of violence by the United Liberation Front of Assam (ULFA) intended to disrupt holiday celebrations.  Sources note that the United Liberation Front of Assam (ULFA) had called for a boycott of Republic Day celebrations.","01/26/2013: An explosive device detonated in a market in Chirakhuti, Dhubri district, Assam, India. There were no reported injuries resulting from the blast. This was one of nine explosive devices that detonated in less than two hours across two districts. No group claimed responsibility for the incident; however, officials suspect that the United Liberation Front of Assam (ULFA) perpetrated the attacks as part of a Republic Day boycott.",
2013,Medartari,India,26.097699,89.972452,Hostage Taking (Kidnapping),Private Citizens & Property,Marketplace/Plaza/Square,Market,Explosives/Bombs/Dynamite,Unknown Explosive Type,United Liberation Front of Assam (ULFA),"The specific motive is unknown; however, sources speculated that the attack, which occurred on India's Republic Day, was part of pattern of violence by the United Liberation Front of Assam (ULFA) intended to disrupt holiday celebrations.  Sources note that the United Liberation Front of Assam (ULFA) had called for a boycott of Republic Day celebrations.","01/26/2013: An explosive device detonated in a market in Medartari, Dhubri district, Assam, India. There were no reported injuries resulting from the blast. This was one of nine explosive devices that detonated in less than two hours across two districts. No group claimed responsibility for the incident; however, officials suspect that the United Liberation Front of Assam (ULFA) perpetrated the attacks as part of a Republic Day boycott.",
2013,Khonghampat,India,24.887643,93.899882,Hostage Taking (Kidnapping),Educational Institution,School/University/Educational Building,School Gates,Explosives/Bombs/Dynamite,Unknown Explosive Type,Unknown,"The specific motive is unknown; however, sources speculate that the explosive devices may have been intended to disrupt Republic Day celebrations.","01/27/2013: Assailants planted an explosive device outside of the Khonghampat High School in Khonghampat, Manipur, India. The device was safely detonated by a bomb disposal team from the Manipur police department, and no casualties were reported. There was no claim of responsibility for this attack. The specific motive behind this attack is unknown; however, sources speculate that the explosive devices may have been intended to disrupt Republic Day celebrations.",
2013,Wangbal,India,24.609176,94.049135,Hostage Taking (Kidnapping),Police,Police Security Forces/Officers,3rd Battalion Officers,Explosives/Bombs/Dynamite,Remote Trigger,Coordination Committee (CORCOM),The Coordination Committee (CORCOM) claimed responsibility for the bombing in a press release and stated that the attack was part of an organized boycott by multiple revolutionary groups of Republic Day celebrations.  Sources note that revolutionary groups had also called for a general strike on January 26th in response to Republic Day celebrations.,"01/26/2013: An explosive device detonated near the camp of the 3rd India Reserve Battalion in Wangbal, Manipur, India. There were no reported casualties; however, surrounding buildings were damaged. The Coordination Committee (CORCOM) claimed responsibility for the bombing in a press release and stated that the attack was part of an organized boycott by multiple revolutionary groups of Republic Day celebrations. Sources note that revolutionary groups had also called for a general strike on January 26th in response to Republic Day celebrations.",
2013,Badapada,India,18.472689,82.31917,Hostage Taking (Kidnapping),Government (General),Politician or Political Party Movement/Meeting/Rally,Former Sarpanch: Kamal Lochan Anukam,Firearms,Unknown Gun Type,Maoists,"According to a source, the victim was killed by Maoists because the group accused him of being a  police informer.","01/29/2013: Assailants shot and killed a former member of the local government in the Malkangiri District of Badapada, Odisha, India. Assailants accused the victim of being a police informer. There was no claim of responsibility; however, sources attributed the attack to Maoists.",
2013,Dainadubi,India,25.907054,90.772892,Hostage Taking (Kidnapping),Government (General),Government Building/Facility/Office,Collection Office,Explosives/Bombs/Dynamite,Grenade,Garo National Liberation Army,"The specific motive is unknown; however, sources speculate that the Garo National Liberation Army (GNLA) carried out the attack because the Taxation-Directorate of Mineral Resources' did not accede to the GNLA's extortion demands.","02/01/2013: Perpetrators threw a grenade at the Taxation-Directorate of Mineral Resources collection office in Dainadubi city, Meghalaya state, India. No damage was done because the grenade failed to detonate. No group claimed responsibility for the incident; however, officials believed that the Garo National Liberation Army (GNLA) perpetrated the attack because the department did not pay extortion fees.",
2013,Williamnagar,India,25.49546,90.61682,Hostage Taking (Kidnapping),Police,"Police Building (headquarters, station, school)",Building,Firearms,Automatic Weapon,Garo National Liberation Army,"The specific motive is unknown; however, sources infer that this attack was a Garo National Liberation Army attempt to liberate fellow militants from the prison.","02/02/2013: Assailants stormed the jail in Williamnagar city, Meghalaya state, India. One jailor died in the attack and a second was injured; the injured jailor died several days later from his injuries. No prisoners escaped during the attack. The Garo National Liberation Army was responsible for the incident.",
2013,Kokrajhar district,India,26.516613,90.136788,Hostage Taking (Kidnapping),Transportation,Train/Train Tracks/Trolley,Railway Track,Explosives/Bombs/Dynamite,Remote Trigger,Adivasi People's Army (APA),"The specific motive is unknown; however, sources claimed that the perpetrators had carried out the attack because of the stalled progress of peace negotiations and the recent apprehension of four senior operatives.","02/03/2013: An explosive device detonated on railway tracks in Goabari village, Kokrajhar district, Assam state, India. No deaths were reported as the explosion occurred a few minutes after the train had passed. The Adivasi People's Army (APA) was responsible for the incident.",
2013,Goh,India,19.876165,75.343314,Hostage Taking (Kidnapping),Business,Construction,Construction Company Office,Firearms,Unknown Gun Type,Maoists,"The specific motive is unknown; however, Deputy Superintendent of Police Anwar Jabed Asharaf claimed that the attack likely stemmed from the construction company's refusal to accede to Maoist extortion demands.","02/03/2013: Perpetrators shot a construction worker in Goh area, Maharashtra state, India. The victim died of his injuries from the attack. The Communist Party of India - Maoist (CPI-M) was responsible for the incident, which police believed was related to the construction company's refusal to accede to extortion demands.",
2013,Patpani,India,20.736369,82.496925,Hostage Taking (Kidnapping),Educational Institution,Other Personnel,Shiksha Sahayak: Chaitanya Majhi,Firearms,Unknown Gun Type,Maoists,"The specific motive is unknown; however, a source posits that the Maoists carried out the attack because they suspected that the victim was a police informant.","02/08/2013: Perpetrators shot and killed a teacher in Patpani village, Orissa, India. Maoists were responsible for the attack on the teacher whom they suspected of being a police informant.",
2013,Punadih,India,25.540785,85.268411,Hostage Taking (Kidnapping),Private Citizens & Property,Laborer (General)/Occupation Identified,Tractor Drivers,Firearms,Unknown Gun Type,Maoists,"The specific motive is unknown; however, a source posits that the Maoists abducted the individuals because of their failure to pay a tax.","02/10/2013: Perpetrators kidnapped six tractor drivers in a forest near Punadih village, Bihar state, India. The kidnappers released the drivers after a few hours. Maoists were responsible for the incident and had targeted the drivers for failing to make extortion payments.",
